Commissioner Org Name,Treatment Function Name,Commissioner Org Code,Treatment Function Code,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
North Lincolnshire,Other - Paediatric Services,03K,X04,26,18,15,20,13,21,17,29,16,8,12,19,6,13,11,4,7,8,8,5,2,7,6,9,8,7,9,7,4,5,2,4,3,3,1,6,4,3,5,1,5,7,5,2,1,5,1,1,5,5,2,2,0,3,0,1,1,2,0,1,1,1,1,1,0,0,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
North Staffordshire,Other - Paediatric Services,05G,X04,61,52,53,53,38,30,27,32,41,38,35,19,24,17,19,13,8,15,20,12,15,7,9,4,7,9,7,8,10,2,9,9,11,8,7,6,4,3,0,1,5,8,5,6,3,7,12,4,5,6,3,2,5,3,3,3,2,3,6,0,1,2,3,0,0,2,2,0,1,2,4,2,0,1,3,1,0,0,1,0,3,2,0,0,1,0,0,0,2,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
North Tyneside,Other - Paediatric Services,99C,X04,56,40,38,43,31,34,34,30,41,43,36,30,28,24,32,19,30,14,19,21,20,11,9,3,5,7,5,10,4,13,8,4,5,3,2,4,4,2,0,1,5,4,2,3,1,3,3,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North West London,Other - Paediatric Services,W2U3Z,X04,663,486,551,602,385,520,494,539,517,568,534,545,530,502,563,523,445,362,456,453,390,308,353,189,273,254,247,242,198,217,204,151,160,162,162,134,140,110,59,21,84,76,74,69,91,73,72,80,48,48,57,40,39,31,24,11,15,14,13,8,8,6,14,6,7,7,6,9,4,0,1,3,1,0,2,0,1,0,1,0,1,0,2,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
North Yorkshire,Other - Paediatric Services,42D,X04,105,62,66,58,47,66,62,60,53,60,74,63,66,44,49,44,32,21,45,33,32,24,28,18,23,14,13,8,14,13,10,7,11,8,5,5,8,3,2,3,1,2,4,4,4,2,0,2,2,3,0,0,0,2,3,2,1,2,0,0,1,0,1,3,1,1,2,0,2,0,0,1,0,0,0,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Northamptonshire,Other - Paediatric Services,78H,X04,77,64,92,75,55,73,77,54,50,58,67,57,56,63,49,46,31,37,37,34,31,17,26,14,24,14,23,17,27,16,19,16,22,22,14,21,17,15,22,4,11,13,9,11,11,15,7,10,9,6,5,3,6,3,4,3,0,1,1,1,1,2,3,1,1,2,1,3,2,0,0,1,1,3,1,3,1,2,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Northumberland,Other - Paediatric Services,00L,X04,70,50,46,42,46,42,27,50,45,46,41,32,57,34,34,27,26,17,19,17,16,8,13,4,16,12,5,9,7,8,6,2,3,4,8,2,3,2,2,1,1,3,2,0,0,2,4,2,2,1,4,1,1,1,0,1,0,1,1,2,0,1,0,0,1,1,1,3,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nottingham And Nottinghamshire,Other - Paediatric Services,52R,X04,463,355,429,387,312,315,340,310,284,326,294,289,252,220,218,172,152,192,151,157,116,102,108,79,79,86,67,48,75,60,43,35,35,36,39,26,28,27,10,11,21,16,18,15,10,15,13,12,7,12,11,12,10,5,4,4,2,2,4,4,4,3,5,0,2,2,4,3,4,2,3,1,3,2,0,5,1,0,0,1,2,0,1,1,0,0,3,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,4
Oldham,Other - Paediatric Services,00Y,X04,118,78,70,55,61,75,64,78,77,90,59,67,82,72,82,75,41,47,40,48,49,27,50,32,24,35,33,35,31,30,25,28,31,34,28,18,25,29,14,13,14,19,15,23,16,17,11,6,9,13,16,14,20,11,12,8,8,8,10,10,13,8,8,6,4,4,8,8,3,7,3,5,3,1,3,0,4,1,3,1,2,1,1,1,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0
Oxfordshire,Other - Paediatric Services,10Q,X04,15,18,11,14,11,7,7,11,10,7,6,8,11,7,13,4,2,3,3,5,7,6,8,6,3,4,3,2,3,4,1,2,2,2,2,3,2,2,1,3,1,0,1,1,5,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portsmouth,Other - Paediatric Services,10R,X04,31,23,19,33,14,23,21,21,11,17,11,17,16,11,4,4,3,3,7,3,4,2,2,2,0,0,1,2,1,1,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rotherham,Other - Paediatric Services,03L,X04,123,96,102,90,68,70,64,64,72,63,80,66,85,64,47,60,46,30,54,68,50,45,41,31,55,36,27,27,14,25,12,20,19,15,9,14,10,8,8,4,3,6,8,7,6,8,5,9,4,5,6,3,1,3,5,2,7,4,3,1,1,0,3,3,0,1,2,2,2,2,2,2,2,1,2,1,2,1,2,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salford,Other - Paediatric Services,01G,X04,136,92,82,62,83,94,88,89,94,105,76,96,80,81,101,65,45,54,53,55,49,32,50,24,39,47,35,43,38,36,34,35,39,39,22,37,34,23,21,13,24,24,29,20,28,26,26,22,15,36,18,36,28,13,23,18,14,15,13,17,14,11,12,9,18,15,7,14,13,7,7,14,4,7,18,17,2,2,11,9,17,4,10,5,2,1,11,6,5,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Sheffield,Other - Paediatric Services,03N,X04,417,302,355,340,265,309,282,322,282,290,274,305,273,292,216,268,188,149,274,219,235,157,185,87,182,230,193,212,181,151,140,104,114,133,125,118,127,89,37,31,75,85,84,71,66,84,52,46,53,59,62,43,33,31,45,22,23,21,19,13,17,16,16,8,9,6,4,4,4,3,4,4,3,4,6,2,1,1,2,1,5,1,0,3,3,2,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Shropshire, Telford And Wrekin",Other - Paediatric Services,M2L0M,X04,123,95,81,83,74,68,96,81,99,80,78,72,82,67,81,79,54,19,45,48,55,44,43,26,41,29,28,31,43,28,41,38,22,25,18,13,9,14,7,4,11,13,8,7,11,11,6,7,11,3,2,5,7,7,2,4,4,1,5,3,2,6,5,5,0,1,0,3,2,2,1,1,2,2,1,1,0,0,0,0,1,2,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Somerset,Other - Paediatric Services,11X,X04,106,106,93,77,52,73,56,69,53,65,57,71,69,58,55,54,29,15,51,40,32,18,29,14,23,35,31,18,18,19,13,11,13,14,9,7,6,7,8,2,8,7,7,9,10,9,5,4,5,6,6,7,4,8,6,3,3,3,2,3,1,0,2,2,1,0,3,3,1,0,0,3,0,0,1,0,3,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East London,Other - Paediatric Services,72Q,X04,636,505,642,550,482,537,453,533,458,352,414,455,447,401,382,381,273,249,256,286,268,199,169,118,170,197,187,176,170,142,135,103,121,83,92,96,67,86,35,24,50,51,67,38,51,46,26,20,27,16,15,10,24,17,16,8,10,13,14,15,9,14,10,5,6,9,6,2,3,0,1,1,1,5,3,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
South East Staffordshire And Seisdon Peninsula,Other - Paediatric Services,05Q,X04,36,27,24,24,16,23,24,20,22,18,24,16,19,16,18,16,21,12,15,16,18,9,10,5,11,12,10,9,8,11,8,11,11,7,3,8,5,4,2,1,8,6,4,5,3,2,0,2,1,1,1,1,4,1,2,2,1,0,1,0,2,1,1,2,3,2,0,1,0,1,0,1,2,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
South Sefton,Other - Paediatric Services,01T,X04,29,44,23,29,23,26,27,25,21,21,21,27,24,23,34,30,28,16,21,35,27,13,25,18,8,21,23,17,24,25,21,18,13,18,22,21,22,19,12,3,5,17,11,21,9,8,5,6,4,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Tyneside,Other - Paediatric Services,00N,X04,79,50,51,40,30,52,49,40,48,43,36,33,35,44,31,34,19,10,20,21,23,13,18,5,18,8,4,5,9,4,5,1,5,2,1,1,0,3,1,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South West London,Other - Paediatric Services,36L,X04,494,399,390,377,396,386,327,285,302,278,325,291,280,411,305,271,200,165,176,199,191,125,153,98,124,117,111,104,97,78,89,74,70,75,64,60,53,52,17,11,22,36,24,36,34,28,16,21,13,12,7,4,6,2,2,5,1,3,2,1,0,2,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Southend,Other - Paediatric Services,99G,X04,21,15,15,15,5,13,21,28,4,18,8,12,10,10,14,13,5,8,8,15,8,9,9,7,7,9,8,3,6,4,4,8,7,4,9,5,7,3,4,0,3,9,3,3,4,5,4,5,1,2,4,2,3,1,1,2,1,0,3,5,5,4,7,4,7,9,6,5,9,5,4,7,8,1,3,4,2,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Southport And Formby,Other - Paediatric Services,01V,X04,22,27,21,28,17,17,11,12,12,20,10,13,11,15,11,15,11,10,14,10,12,15,3,5,4,6,6,5,5,3,8,5,4,1,6,7,4,1,5,2,1,1,2,2,3,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St Helens,Other - Paediatric Services,01X,X04,73,51,66,43,66,39,57,38,47,46,80,55,68,43,57,59,24,33,23,27,40,24,23,6,13,30,32,11,13,24,18,17,18,8,4,4,4,1,0,3,3,0,4,2,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stafford And Surrounds,Other - Paediatric Services,05V,X04,36,33,32,32,25,13,21,19,15,22,22,14,20,23,16,10,4,6,12,9,7,9,4,6,3,7,7,4,15,2,5,10,9,4,6,6,1,4,7,2,2,2,1,3,5,2,4,3,2,1,1,1,1,1,3,0,0,0,0,1,0,2,2,2,1,3,0,0,2,0,2,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Stockport,Other - Paediatric Services,01W,X04,62,49,46,36,30,39,45,25,37,46,43,31,48,25,43,37,22,30,26,26,34,23,30,15,27,22,21,19,19,23,13,18,17,18,22,21,14,22,9,2,5,12,14,11,15,15,14,15,10,19,6,15,9,10,10,10,12,6,5,2,3,5,6,5,6,4,4,4,0,3,2,2,1,1,1,3,0,1,0,1,2,1,1,1,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stoke On Trent,Other - Paediatric Services,05W,X04,86,54,82,87,95,77,64,56,54,62,41,49,47,29,33,22,22,23,22,15,21,13,15,1,17,13,15,8,14,8,12,13,10,12,15,14,8,10,3,0,8,4,9,11,8,5,5,5,11,6,10,7,7,4,3,7,0,7,3,3,3,1,0,2,2,3,2,0,1,2,2,4,1,1,0,4,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Sunderland,Other - Paediatric Services,00P,X04,134,91,90,85,69,69,95,59,79,64,71,70,71,69,84,57,54,49,62,52,55,38,37,24,32,27,22,27,19,15,10,14,13,10,6,5,2,5,3,1,4,1,2,3,2,2,1,3,0,4,0,1,1,1,0,0,1,1,1,1,2,0,0,2,1,3,0,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surrey Heartlands,Other - Paediatric Services,92A,X04,334,278,297,294,185,245,213,256,223,252,254,219,193,232,189,202,171,128,168,155,171,113,112,63,69,77,81,66,72,61,60,42,40,58,38,26,18,19,6,6,7,16,12,9,15,13,3,9,4,10,6,4,4,8,4,3,2,0,1,5,1,1,2,3,3,3,2,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tameside,Other - Paediatric Services,01Y,X04,126,91,90,69,48,86,56,47,77,67,84,91,65,82,56,52,39,37,52,35,48,49,37,26,33,30,16,31,26,24,24,15,18,18,15,16,8,18,10,3,12,12,11,8,11,15,9,8,9,10,15,12,15,8,8,5,8,6,4,1,4,6,8,2,4,3,3,1,5,3,1,1,2,1,1,2,1,0,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tees Valley,Other - Paediatric Services,16C,X04,129,102,179,148,156,81,102,126,121,136,118,130,105,115,92,117,88,50,86,106,69,52,61,31,69,46,79,47,54,59,28,44,31,27,29,29,14,16,10,5,26,18,20,16,25,11,21,6,5,7,7,5,6,0,2,6,5,6,5,1,5,1,3,1,5,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thurrock,Other - Paediatric Services,07G,X04,25,35,23,19,23,18,33,29,36,32,15,24,29,14,28,28,30,34,14,14,20,19,13,6,11,11,4,12,11,14,3,6,13,13,6,2,3,5,4,1,4,4,4,3,8,3,3,2,2,3,1,1,1,2,1,3,0,0,1,0,1,1,0,0,1,0,2,4,1,0,0,4,0,0,1,1,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trafford,Other - Paediatric Services,02A,X04,51,64,39,13,11,38,27,30,53,53,43,36,34,41,55,46,33,28,43,40,29,31,29,24,34,35,25,49,27,16,31,28,22,35,13,18,23,14,16,10,12,21,15,19,13,24,11,7,7,22,13,22,21,8,10,11,6,10,10,4,6,13,9,5,3,1,5,8,6,2,4,3,4,1,6,3,0,1,2,4,0,1,3,2,0,1,2,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
Vale Of York,Other - Paediatric Services,03Q,X04,78,38,31,38,31,39,35,29,33,34,28,40,39,40,42,32,22,21,19,26,19,11,12,16,15,29,4,11,9,7,7,5,8,5,7,3,3,3,5,2,1,1,2,5,1,2,1,5,1,1,0,2,0,1,2,1,0,2,3,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Wakefield,Other - Paediatric Services,03R,X04,99,58,79,51,38,68,39,40,51,144,128,100,82,82,81,77,49,51,76,74,73,59,38,14,41,71,66,56,56,44,27,52,71,42,50,24,5,4,4,2,6,2,3,2,5,3,3,1,1,0,5,5,0,2,3,1,0,2,4,3,0,1,0,1,0,0,1,0,0,1,0,0,2,2,1,0,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Warrington,Other - Paediatric Services,02E,X04,98,72,76,58,53,61,29,49,39,70,54,79,35,108,28,42,35,26,32,41,43,27,30,14,29,6,41,43,12,33,10,16,22,12,51,21,19,7,3,0,6,18,20,11,31,16,7,5,5,1,2,3,3,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
West Essex,Other - Paediatric Services,07H,X04,95,68,73,69,59,64,60,34,44,38,36,37,33,36,32,45,33,15,33,30,26,27,15,22,23,20,21,15,18,7,13,20,9,16,13,15,9,11,11,5,9,9,4,15,8,13,5,6,3,5,4,3,5,6,4,1,3,4,2,0,2,3,1,0,1,1,0,1,2,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
West Lancashire,Other - Paediatric Services,02G,X04,7,14,16,19,9,9,6,9,11,11,17,16,10,15,19,15,17,11,14,11,17,15,15,5,9,5,11,10,7,5,12,6,17,13,12,10,12,5,7,0,5,5,6,2,3,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Leicestershire,Other - Paediatric Services,04V,X04,85,72,110,92,85,107,100,91,71,97,79,92,72,80,97,73,67,67,99,62,84,53,64,44,69,69,50,46,38,36,42,36,41,33,47,32,22,27,18,13,19,15,29,28,24,31,20,19,10,17,17,20,13,15,9,9,10,10,6,14,8,13,13,8,12,15,15,15,9,9,11,7,15,8,10,9,4,7,13,4,13,3,8,1,1,4,2,2,1,2,3,0,2,0,0,1,1,1,0,0,0,1,0,1,4
West Suffolk,Other - Paediatric Services,07K,X04,108,73,62,80,57,63,65,46,45,56,60,65,65,58,61,63,30,59,48,38,41,42,40,20,33,36,31,30,25,12,13,11,14,12,7,12,8,15,6,5,10,7,12,6,6,7,9,4,2,6,2,7,2,2,0,5,0,3,1,2,0,1,0,1,1,2,0,2,1,2,0,0,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
West Sussex,Other - Paediatric Services,70F,X04,409,304,327,272,223,264,245,259,208,236,280,258,234,247,260,209,205,160,232,190,175,147,151,114,160,157,158,144,161,109,90,69,97,93,55,34,48,33,21,13,24,31,22,18,26,25,16,18,8,15,14,7,4,8,9,2,5,3,5,3,3,2,3,5,2,1,3,1,2,1,2,1,1,1,3,3,2,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wigan Borough,Other - Paediatric Services,02H,X04,87,72,134,110,83,129,109,97,98,129,97,104,109,119,116,100,91,81,117,126,126,108,115,56,76,92,77,134,109,53,54,46,44,46,45,35,31,45,12,6,27,33,38,24,31,23,13,20,11,12,9,11,13,6,2,4,5,2,3,1,4,6,4,0,4,0,0,4,3,2,0,1,3,0,2,2,0,1,5,0,2,2,1,2,1,0,1,2,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Wirral,Other - Paediatric Services,12F,X04,163,77,140,86,99,114,92,103,78,102,136,90,96,95,122,108,82,68,103,112,84,66,71,19,45,86,24,41,53,13,22,23,36,23,49,15,25,21,8,8,34,4,14,12,11,13,4,2,5,0,2,4,2,1,2,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnsley,Other - Surgical Services,02P,X05,49,36,40,33,18,22,26,17,16,22,20,18,11,12,15,13,9,6,7,5,6,7,8,6,7,11,4,6,8,3,14,7,4,8,8,3,5,4,2,1,7,1,5,3,4,3,2,4,3,2,2,5,1,4,4,4,1,1,0,2,4,2,3,3,2,7,3,3,3,1,5,4,1,1,1,2,1,1,3,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Basildon And Brentwood,Other - Surgical Services,99E,X05,55,36,36,32,19,23,18,18,29,26,13,23,19,21,24,24,12,17,17,14,10,11,12,4,14,11,12,11,13,8,16,11,3,11,7,6,5,4,8,5,3,5,4,5,3,3,2,4,8,2,6,5,2,2,0,3,1,4,1,3,4,1,1,1,1,1,5,1,0,0,3,0,1,1,2,0,2,0,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bassetlaw,Other - Surgical Services,02Q,X05,61,27,27,27,24,18,19,16,15,21,10,13,18,15,12,11,14,7,8,8,8,5,5,5,8,12,6,1,5,7,8,6,7,4,0,4,0,4,1,1,0,2,3,1,2,2,1,3,2,1,2,0,1,3,3,0,2,2,0,1,1,3,1,1,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bath And North East Somerset, Swindon And Wiltshire",Other - Surgical Services,92G,X05,357,194,198,159,124,148,138,108,121,102,94,95,105,89,99,84,68,65,38,60,55,30,33,17,25,31,22,21,24,15,20,20,21,19,16,12,12,11,4,4,8,10,4,11,10,6,3,6,3,10,3,8,8,2,0,5,2,6,2,3,5,3,2,2,2,3,1,2,1,2,1,2,5,0,1,3,0,0,2,0,0,2,0,0,2,0,0,1,1,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,2
"Bedfordshire, Luton And Milton Keynes",Other - Surgical Services,M1J4Y,X05,524,366,344,300,214,282,262,250,250,231,243,253,250,242,198,189,176,165,151,170,188,114,135,115,121,132,131,98,117,117,118,96,90,100,71,62,83,77,46,27,54,76,56,57,46,45,57,41,53,45,27,27,37,25,18,19,16,14,21,15,13,12,15,13,8,9,8,11,5,6,7,4,3,3,2,5,2,0,1,3,0,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
Berkshire West,Other - Surgical Services,15A,X05,30,15,20,10,9,14,11,16,16,10,14,10,6,11,8,6,8,4,7,11,10,8,4,4,7,5,2,3,4,8,5,3,2,1,1,2,2,3,2,0,1,3,3,2,0,3,5,2,4,1,0,1,1,2,2,0,2,1,1,1,1,0,1,1,0,1,0,2,1,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Birmingham, Solihull And West Birmingham",Other - Surgical Services,15E,X05,541,433,399,326,191,250,239,197,225,242,169,177,193,224,157,175,154,84,157,145,144,116,140,79,98,149,110,108,128,121,113,88,118,110,99,90,102,77,67,24,58,72,86,75,67,73,68,65,33,51,64,75,62,53,66,61,38,40,69,59,45,52,46,66,56,38,55,41,46,30,54,36,47,34,24,22,26,13,20,16,23,19,9,10,14,8,7,5,9,5,0,2,3,5,4,2,3,5,0,6,3,3,2,3,2
Black Country,Other - Surgical Services,D2P2L,X05,594,441,485,394,305,419,362,337,309,326,237,295,314,280,241,225,214,136,179,162,143,107,130,89,98,105,96,106,114,89,86,62,68,70,60,55,45,47,32,19,40,41,38,34,29,33,27,33,17,25,28,17,19,17,15,17,13,15,17,10,11,10,9,6,6,6,12,10,10,6,4,11,4,4,3,7,9,4,2,3,2,5,4,1,1,1,1,0,1,1,0,0,3,0,0,0,0,1,2,1,0,0,0,1,0
Blackburn With Darwen,Other - Surgical Services,00Q,X05,75,144,159,153,102,119,126,122,125,105,116,100,121,112,103,107,59,54,80,56,27,23,47,12,16,12,5,5,2,8,3,1,2,4,2,5,3,1,2,0,1,1,4,2,1,2,2,0,2,1,2,2,1,0,1,0,1,1,0,0,0,1,0,0,2,1,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Blackpool,Other - Surgical Services,00R,X05,99,51,95,70,63,72,78,57,83,49,67,72,57,35,43,35,38,22,36,36,51,30,27,18,21,19,19,16,18,22,22,12,23,12,9,14,8,12,10,2,8,7,11,8,14,9,12,13,6,6,5,6,7,8,6,7,1,6,9,10,5,7,3,3,4,4,4,3,4,2,1,7,3,3,3,7,2,3,2,1,5,1,1,1,2,1,2,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Bolton,Other - Surgical Services,00T,X05,40,36,52,35,25,38,27,30,28,24,20,21,24,21,25,17,19,17,20,12,21,13,15,7,13,20,7,14,16,15,8,8,8,6,9,9,8,3,4,2,8,5,3,3,6,12,8,3,4,3,2,6,5,3,5,2,0,0,1,3,4,3,4,9,4,6,5,1,2,2,3,2,2,0,4,1,2,0,2,1,0,0,0,0,0,0,1,3,0,0,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0
Bradford District And Craven,Other - Surgical Services,36J,X05,257,169,189,147,109,132,125,144,91,136,98,127,83,103,126,121,117,42,72,86,96,49,57,49,44,44,37,39,41,32,30,34,40,30,31,27,29,35,12,11,19,18,12,21,18,18,19,6,8,17,13,8,5,7,13,9,7,8,6,9,5,4,2,4,5,6,4,5,5,2,4,3,1,4,2,3,1,3,2,0,0,1,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,3
Brighton And Hove,Other - Surgical Services,09D,X05,272,189,185,167,119,152,147,132,129,133,130,121,113,86,102,95,75,66,105,85,70,49,52,40,80,80,61,54,57,51,64,61,46,50,47,51,37,34,21,15,27,48,51,43,52,49,45,37,35,36,31,26,37,35,36,30,23,17,36,30,22,32,24,18,26,22,28,25,17,21,19,23,9,14,15,18,15,11,13,18,27,12,14,11,8,3,4,3,10,4,5,4,3,8,10,8,6,3,3,2,4,2,1,1,4
"Bristol, North Somerset And South Gloucestershire",Other - Surgical Services,15C,X05,610,432,473,421,317,355,332,309,266,279,246,226,225,215,186,218,178,163,78,93,107,71,72,48,98,96,64,71,128,85,54,49,132,114,40,43,66,42,18,7,25,46,63,16,51,79,15,13,48,43,30,29,39,24,39,30,17,65,35,17,37,35,8,36,31,11,15,16,14,17,7,8,18,9,4,11,9,5,8,11,6,5,5,2,6,4,8,3,4,8,1,2,5,2,5,2,1,3,2,3,1,3,1,0,9
Buckinghamshire,Other - Surgical Services,14Y,X05,159,110,98,46,50,48,39,34,52,29,35,35,26,27,32,31,19,21,17,19,13,31,25,10,19,28,20,20,18,22,20,19,14,13,19,10,15,10,7,4,13,16,13,8,11,15,21,6,11,12,8,9,5,8,3,2,1,5,14,12,16,12,13,12,12,6,20,4,7,6,4,1,6,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
